"Var1","Var2","Var3","Freq"
"10361","NAK","2010.01","Crypturellus cinnamomeus",0
"10362","NNN","2010.01","Crypturellus cinnamomeus",0
"10363","PSH","2010.01","Crypturellus cinnamomeus",0
"10364","RNF","2010.01","Crypturellus cinnamomeus",0
"10365","UDZ","2010.01","Crypturellus cinnamomeus",0
"10366","VB-","2010.01","Crypturellus cinnamomeus",0
"10367","YAN","2010.01","Crypturellus cinnamomeus",0
"10368","YAS","2010.01","Crypturellus cinnamomeus",0
"10369","BBS","2011.01","Crypturellus cinnamomeus",0
"10370","BCI","2011.01","Crypturellus cinnamomeus",0
"10371","BIF","2011.01","Crypturellus cinnamomeus",0
"10372","CAX","2011.01","Crypturellus cinnamomeus",0
"10373","COU","2011.01","Crypturellus cinnamomeus",0
"10374","CSN","2011.01","Crypturellus cinnamomeus",0
"10375","KRP","2011.01","Crypturellus cinnamomeus",0
"10376","MAS","2011.01","Crypturellus cinnamomeus",0
"10377","NAK","2011.01","Crypturellus cinnamomeus",0
"10378","NNN","2011.01","Crypturellus cinnamomeus",0
"10379","PSH","2011.01","Crypturellus cinnamomeus",0
"10380","RNF","2011.01","Crypturellus cinnamomeus",0
"10381","UDZ","2011.01","Crypturellus cinnamomeus",0
"10382","VB-","2011.01","Crypturellus cinnamomeus",0
"10383","YAN","2011.01","Crypturellus cinnamomeus",0
"10384","YAS","2011.01","Crypturellus cinnamomeus",0
"10385","BBS","2012.01","Crypturellus cinnamomeus",0
"10386","BCI","2012.01","Crypturellus cinnamomeus",0
"10387","BIF","2012.01","Crypturellus cinnamomeus",0
"10388","CAX","2012.01","Crypturellus cinnamomeus",0
"10389","COU","2012.01","Crypturellus cinnamomeus",0
"10390","CSN","2012.01","Crypturellus cinnamomeus",0
"10391","KRP","2012.01","Crypturellus cinnamomeus",0
"10392","MAS","2012.01","Crypturellus cinnamomeus",0
"10393","NAK","2012.01","Crypturellus cinnamomeus",0
"10394","NNN","2012.01","Crypturellus cinnamomeus",0
"10395","PSH","2012.01","Crypturellus cinnamomeus",0
"10396","RNF","2012.01","Crypturellus cinnamomeus",0
"10397","UDZ","2012.01","Crypturellus cinnamomeus",0
"10398","VB-","2012.01","Crypturellus cinnamomeus",0
"10399","YAN","2012.01","Crypturellus cinnamomeus",0
"10400","YAS","2012.01","Crypturellus cinnamomeus",0
"10401","BBS","2013.01","Crypturellus cinnamomeus",0
"10402","BCI","2013.01","Crypturellus cinnamomeus",0
"10403","BIF","2013.01","Crypturellus cinnamomeus",0
"10404","CAX","2013.01","Crypturellus cinnamomeus",0
"10405","COU","2013.01","Crypturellus cinnamomeus",0
"10406","CSN","2013.01","Crypturellus cinnamomeus",0
"10407","KRP","2013.01","Crypturellus cinnamomeus",0
"10408","MAS","2013.01","Crypturellus cinnamomeus",0
"10409","NAK","2013.01","Crypturellus cinnamomeus",0
"10410","NNN","2013.01","Crypturellus cinnamomeus",0
"10411","PSH","2013.01","Crypturellus cinnamomeus",0
"10412","RNF","2013.01","Crypturellus cinnamomeus",0
"10413","UDZ","2013.01","Crypturellus cinnamomeus",0
"10414","VB-","2013.01","Crypturellus cinnamomeus",0
"10415","YAN","2013.01","Crypturellus cinnamomeus",0
"10416","YAS","2013.01","Crypturellus cinnamomeus",0
"10417","BBS","2007.01","Crypturellus erythropus",0
"10418","BCI","2007.01","Crypturellus erythropus",0
"10419","BIF","2007.01","Crypturellus erythropus",0
"10420","CAX","2007.01","Crypturellus erythropus",0
"10421","COU","2007.01","Crypturellus erythropus",0
"10422","CSN","2007.01","Crypturellus erythropus",0
"10423","KRP","2007.01","Crypturellus erythropus",0
"10424","MAS","2007.01","Crypturellus erythropus",0
"10425","NAK","2007.01","Crypturellus erythropus",0
"10426","NNN","2007.01","Crypturellus erythropus",0
"10427","PSH","2007.01","Crypturellus erythropus",0
"10428","RNF","2007.01","Crypturellus erythropus",0
"10429","UDZ","2007.01","Crypturellus erythropus",0
"10430","VB-","2007.01","Crypturellus erythropus",0
"10431","YAN","2007.01","Crypturellus erythropus",0
"10432","YAS","2007.01","Crypturellus erythropus",0
"10433","BBS","2008.01","Crypturellus erythropus",0
"10434","BCI","2008.01","Crypturellus erythropus",0
"10435","BIF","2008.01","Crypturellus erythropus",0
"10436","CAX","2008.01","Crypturellus erythropus",0
"10437","COU","2008.01","Crypturellus erythropus",0
"10438","CSN","2008.01","Crypturellus erythropus",0
"10439","KRP","2008.01","Crypturellus erythropus",0
"10440","MAS","2008.01","Crypturellus erythropus",0
"10441","NAK","2008.01","Crypturellus erythropus",0
"10442","NNN","2008.01","Crypturellus erythropus",0
"10443","PSH","2008.01","Crypturellus erythropus",0
"10444","RNF","2008.01","Crypturellus erythropus",0
"10445","UDZ","2008.01","Crypturellus erythropus",0
"10446","VB-","2008.01","Crypturellus erythropus",0
"10447","YAN","2008.01","Crypturellus erythropus",0
"10448","YAS","2008.01","Crypturellus erythropus",0
"10449","BBS","2009.01","Crypturellus erythropus",0
"10450","BCI","2009.01","Crypturellus erythropus",0
"10451","BIF","2009.01","Crypturellus erythropus",0
"10452","CAX","2009.01","Crypturellus erythropus",0
"10453","COU","2009.01","Crypturellus erythropus",0
"10454","CSN","2009.01","Crypturellus erythropus",0
"10455","KRP","2009.01","Crypturellus erythropus",0
"10456","MAS","2009.01","Crypturellus erythropus",0
"10457","NAK","2009.01","Crypturellus erythropus",0
"10458","NNN","2009.01","Crypturellus erythropus",0
"10459","PSH","2009.01","Crypturellus erythropus",0
"10460","RNF","2009.01","Crypturellus erythropus",0
"10461","UDZ","2009.01","Crypturellus erythropus",0
"10462","VB-","2009.01","Crypturellus erythropus",0
"10463","YAN","2009.01","Crypturellus erythropus",0
"10464","YAS","2009.01","Crypturellus erythropus",0
"10465","BBS","2010.01","Crypturellus erythropus",0
"10466","BCI","2010.01","Crypturellus erythropus",0
"10467","BIF","2010.01","Crypturellus erythropus",0
"10468","CAX","2010.01","Crypturellus erythropus",0
"10469","COU","2010.01","Crypturellus erythropus",0
"10470","CSN","2010.01","Crypturellus erythropus",6
"10471","KRP","2010.01","Crypturellus erythropus",0
"10472","MAS","2010.01","Crypturellus erythropus",0
"10473","NAK","2010.01","Crypturellus erythropus",0
"10474","NNN","2010.01","Crypturellus erythropus",0
"10475","PSH","2010.01","Crypturellus erythropus",0
"10476","RNF","2010.01","Crypturellus erythropus",0
"10477","UDZ","2010.01","Crypturellus erythropus",0
"10478","VB-","2010.01","Crypturellus erythropus",0
"10479","YAN","2010.01","Crypturellus erythropus",0
"10480","YAS","2010.01","Crypturellus erythropus",0
"10481","BBS","2011.01","Crypturellus erythropus",0
"10482","BCI","2011.01","Crypturellus erythropus",0
"10483","BIF","2011.01","Crypturellus erythropus",0
"10484","CAX","2011.01","Crypturellus erythropus",0
"10485","COU","2011.01","Crypturellus erythropus",0
"10486","CSN","2011.01","Crypturellus erythropus",0
"10487","KRP","2011.01","Crypturellus erythropus",0
"10488","MAS","2011.01","Crypturellus erythropus",0
"10489","NAK","2011.01","Crypturellus erythropus",0
"10490","NNN","2011.01","Crypturellus erythropus",0
"10491","PSH","2011.01","Crypturellus erythropus",0
"10492","RNF","2011.01","Crypturellus erythropus",0
"10493","UDZ","2011.01","Crypturellus erythropus",0
"10494","VB-","2011.01","Crypturellus erythropus",0
"10495","YAN","2011.01","Crypturellus erythropus",0
"10496","YAS","2011.01","Crypturellus erythropus",0
"10497","BBS","2012.01","Crypturellus erythropus",0
"10498","BCI","2012.01","Crypturellus erythropus",0
"10499","BIF","2012.01","Crypturellus erythropus",0
"10500","CAX","2012.01","Crypturellus erythropus",0
"10501","COU","2012.01","Crypturellus erythropus",0
"10502","CSN","2012.01","Crypturellus erythropus",0
"10503","KRP","2012.01","Crypturellus erythropus",0
"10504","MAS","2012.01","Crypturellus erythropus",0
"10505","NAK","2012.01","Crypturellus erythropus",0
"10506","NNN","2012.01","Crypturellus erythropus",0
"10507","PSH","2012.01","Crypturellus erythropus",0
"10508","RNF","2012.01","Crypturellus erythropus",0
"10509","UDZ","2012.01","Crypturellus erythropus",0
"10510","VB-","2012.01","Crypturellus erythropus",0
"10511","YAN","2012.01","Crypturellus erythropus",0
"10512","YAS","2012.01","Crypturellus erythropus",0
"10513","BBS","2013.01","Crypturellus erythropus",0
"10514","BCI","2013.01","Crypturellus erythropus",0
"10515","BIF","2013.01","Crypturellus erythropus",0
"10516","CAX","2013.01","Crypturellus erythropus",0
"10517","COU","2013.01","Crypturellus erythropus",0
"10518","CSN","2013.01","Crypturellus erythropus",0
"10519","KRP","2013.01","Crypturellus erythropus",0
"10520","MAS","2013.01","Crypturellus erythropus",0
"10521","NAK","2013.01","Crypturellus erythropus",0
"10522","NNN","2013.01","Crypturellus erythropus",0
"10523","PSH","2013.01","Crypturellus erythropus",0
"10524","RNF","2013.01","Crypturellus erythropus",0
"10525","UDZ","2013.01","Crypturellus erythropus",0
"10526","VB-","2013.01","Crypturellus erythropus",0
"10527","YAN","2013.01","Crypturellus erythropus",0
"10528","YAS","2013.01","Crypturellus erythropus",0
"10529","BBS","2007.01","Crypturellus soui",0
"10530","BCI","2007.01","Crypturellus soui",0
"10531","BIF","2007.01","Crypturellus soui",0
"10532","CAX","2007.01","Crypturellus soui",0
"10533","COU","2007.01","Crypturellus soui",0
"10534","CSN","2007.01","Crypturellus soui",0
"10535","KRP","2007.01","Crypturellus soui",0
"10536","MAS","2007.01","Crypturellus soui",0
"10537","NAK","2007.01","Crypturellus soui",0
"10538","NNN","2007.01","Crypturellus soui",0
"10539","PSH","2007.01","Crypturellus soui",0
"10540","RNF","2007.01","Crypturellus soui",0
"10541","UDZ","2007.01","Crypturellus soui",0
"10542","VB-","2007.01","Crypturellus soui",0
"10543","YAN","2007.01","Crypturellus soui",0
"10544","YAS","2007.01","Crypturellus soui",0
"10545","BBS","2008.01","Crypturellus soui",0
"10546","BCI","2008.01","Crypturellus soui",0
"10547","BIF","2008.01","Crypturellus soui",0
"10548","CAX","2008.01","Crypturellus soui",0
"10549","COU","2008.01","Crypturellus soui",0
"10550","CSN","2008.01","Crypturellus soui",0
"10551","KRP","2008.01","Crypturellus soui",0
"10552","MAS","2008.01","Crypturellus soui",0
"10553","NAK","2008.01","Crypturellus soui",0
"10554","NNN","2008.01","Crypturellus soui",0
"10555","PSH","2008.01","Crypturellus soui",0
"10556","RNF","2008.01","Crypturellus soui",0
"10557","UDZ","2008.01","Crypturellus soui",0
"10558","VB-","2008.01","Crypturellus soui",0
"10559","YAN","2008.01","Crypturellus soui",0
"10560","YAS","2008.01","Crypturellus soui",0
"10561","BBS","2009.01","Crypturellus soui",0
"10562","BCI","2009.01","Crypturellus soui",0
"10563","BIF","2009.01","Crypturellus soui",0
"10564","CAX","2009.01","Crypturellus soui",0
"10565","COU","2009.01","Crypturellus soui",0
"10566","CSN","2009.01","Crypturellus soui",0
"10567","KRP","2009.01","Crypturellus soui",0
"10568","MAS","2009.01","Crypturellus soui",0
"10569","NAK","2009.01","Crypturellus soui",0
"10570","NNN","2009.01","Crypturellus soui",0
"10571","PSH","2009.01","Crypturellus soui",0
"10572","RNF","2009.01","Crypturellus soui",0
"10573","UDZ","2009.01","Crypturellus soui",0
"10574","VB-","2009.01","Crypturellus soui",0
"10575","YAN","2009.01","Crypturellus soui",0
"10576","YAS","2009.01","Crypturellus soui",0
"10577","BBS","2010.01","Crypturellus soui",0
"10578","BCI","2010.01","Crypturellus soui",0
"10579","BIF","2010.01","Crypturellus soui",0
"10580","CAX","2010.01","Crypturellus soui",0
"10581","COU","2010.01","Crypturellus soui",0
"10582","CSN","2010.01","Crypturellus soui",60
"10583","KRP","2010.01","Crypturellus soui",0
"10584","MAS","2010.01","Crypturellus soui",0
"10585","NAK","2010.01","Crypturellus soui",0
"10586","NNN","2010.01","Crypturellus soui",0
"10587","PSH","2010.01","Crypturellus soui",0
"10588","RNF","2010.01","Crypturellus soui",0
"10589","UDZ","2010.01","Crypturellus soui",0
"10590","VB-","2010.01","Crypturellus soui",0
"10591","YAN","2010.01","Crypturellus soui",0
"10592","YAS","2010.01","Crypturellus soui",0
"10593","BBS","2011.01","Crypturellus soui",0
"10594","BCI","2011.01","Crypturellus soui",0
"10595","BIF","2011.01","Crypturellus soui",0
"10596","CAX","2011.01","Crypturellus soui",0
"10597","COU","2011.01","Crypturellus soui",0
"10598","CSN","2011.01","Crypturellus soui",0
"10599","KRP","2011.01","Crypturellus soui",0
"10600","MAS","2011.01","Crypturellus soui",0
"10601","NAK","2011.01","Crypturellus soui",0
"10602","NNN","2011.01","Crypturellus soui",0
"10603","PSH","2011.01","Crypturellus soui",0
"10604","RNF","2011.01","Crypturellus soui",0
"10605","UDZ","2011.01","Crypturellus soui",0
"10606","VB-","2011.01","Crypturellus soui",0
"10607","YAN","2011.01","Crypturellus soui",0
"10608","YAS","2011.01","Crypturellus soui",0
"10609","BBS","2012.01","Crypturellus soui",0
"10610","BCI","2012.01","Crypturellus soui",0
"10611","BIF","2012.01","Crypturellus soui",0
"10612","CAX","2012.01","Crypturellus soui",0
"10613","COU","2012.01","Crypturellus soui",588
"10614","CSN","2012.01","Crypturellus soui",0
"10615","KRP","2012.01","Crypturellus soui",0
"10616","MAS","2012.01","Crypturellus soui",0
"10617","NAK","2012.01","Crypturellus soui",0
"10618","NNN","2012.01","Crypturellus soui",0
"10619","PSH","2012.01","Crypturellus soui",0
"10620","RNF","2012.01","Crypturellus soui",0
"10621","UDZ","2012.01","Crypturellus soui",0
"10622","VB-","2012.01","Crypturellus soui",0
"10623","YAN","2012.01","Crypturellus soui",0
"10624","YAS","2012.01","Crypturellus soui",100
"10625","BBS","2013.01","Crypturellus soui",0
"10626","BCI","2013.01","Crypturellus soui",0
"10627","BIF","2013.01","Crypturellus soui",0
"10628","CAX","2013.01","Crypturellus soui",3
"10629","COU","2013.01","Crypturellus soui",78
"10630","CSN","2013.01","Crypturellus soui",0
"10631","KRP","2013.01","Crypturellus soui",0
"10632","MAS","2013.01","Crypturellus soui",0
"10633","NAK","2013.01","Crypturellus soui",0
"10634","NNN","2013.01","Crypturellus soui",0
"10635","PSH","2013.01","Crypturellus soui",0
"10636","RNF","2013.01","Crypturellus soui",0
"10637","UDZ","2013.01","Crypturellus soui",0
"10638","VB-","2013.01","Crypturellus soui",0
"10639","YAN","2013.01","Crypturellus soui",0
"10640","YAS","2013.01","Crypturellus soui",0
"10641","BBS","2007.01","Crypturellus strigulosus",0
"10642","BCI","2007.01","Crypturellus strigulosus",0
"10643","BIF","2007.01","Crypturellus strigulosus",0
"10644","CAX","2007.01","Crypturellus strigulosus",0
"10645","COU","2007.01","Crypturellus strigulosus",0
"10646","CSN","2007.01","Crypturellus strigulosus",0
"10647","KRP","2007.01","Crypturellus strigulosus",0
"10648","MAS","2007.01","Crypturellus strigulosus",0
"10649","NAK","2007.01","Crypturellus strigulosus",0
"10650","NNN","2007.01","Crypturellus strigulosus",0
"10651","PSH","2007.01","Crypturellus strigulosus",0
"10652","RNF","2007.01","Crypturellus strigulosus",0
"10653","UDZ","2007.01","Crypturellus strigulosus",0
"10654","VB-","2007.01","Crypturellus strigulosus",0
"10655","YAN","2007.01","Crypturellus strigulosus",0
"10656","YAS","2007.01","Crypturellus strigulosus",0
"10657","BBS","2008.01","Crypturellus strigulosus",0
"10658","BCI","2008.01","Crypturellus strigulosus",0
"10659","BIF","2008.01","Crypturellus strigulosus",0
"10660","CAX","2008.01","Crypturellus strigulosus",0
"10661","COU","2008.01","Crypturellus strigulosus",0
"10662","CSN","2008.01","Crypturellus strigulosus",0
"10663","KRP","2008.01","Crypturellus strigulosus",0
"10664","MAS","2008.01","Crypturellus strigulosus",0
"10665","NAK","2008.01","Crypturellus strigulosus",0
"10666","NNN","2008.01","Crypturellus strigulosus",0
"10667","PSH","2008.01","Crypturellus strigulosus",0
"10668","RNF","2008.01","Crypturellus strigulosus",0
"10669","UDZ","2008.01","Crypturellus strigulosus",0
"10670","VB-","2008.01","Crypturellus strigulosus",0
"10671","YAN","2008.01","Crypturellus strigulosus",0
"10672","YAS","2008.01","Crypturellus strigulosus",0
"10673","BBS","2009.01","Crypturellus strigulosus",0
"10674","BCI","2009.01","Crypturellus strigulosus",0
"10675","BIF","2009.01","Crypturellus strigulosus",0
"10676","CAX","2009.01","Crypturellus strigulosus",0
"10677","COU","2009.01","Crypturellus strigulosus",0
"10678","CSN","2009.01","Crypturellus strigulosus",0
"10679","KRP","2009.01","Crypturellus strigulosus",0
"10680","MAS","2009.01","Crypturellus strigulosus",0
"10681","NAK","2009.01","Crypturellus strigulosus",0
"10682","NNN","2009.01","Crypturellus strigulosus",0
"10683","PSH","2009.01","Crypturellus strigulosus",0
"10684","RNF","2009.01","Crypturellus strigulosus",0
"10685","UDZ","2009.01","Crypturellus strigulosus",0
"10686","VB-","2009.01","Crypturellus strigulosus",0
"10687","YAN","2009.01","Crypturellus strigulosus",0
"10688","YAS","2009.01","Crypturellus strigulosus",0
"10689","BBS","2010.01","Crypturellus strigulosus",0
"10690","BCI","2010.01","Crypturellus strigulosus",0
"10691","BIF","2010.01","Crypturellus strigulosus",0
"10692","CAX","2010.01","Crypturellus strigulosus",0
"10693","COU","2010.01","Crypturellus strigulosus",0
"10694","CSN","2010.01","Crypturellus strigulosus",0
"10695","KRP","2010.01","Crypturellus strigulosus",0
"10696","MAS","2010.01","Crypturellus strigulosus",0
"10697","NAK","2010.01","Crypturellus strigulosus",0
"10698","NNN","2010.01","Crypturellus strigulosus",0
"10699","PSH","2010.01","Crypturellus strigulosus",0
"10700","RNF","2010.01","Crypturellus strigulosus",0
"10701","UDZ","2010.01","Crypturellus strigulosus",0
"10702","VB-","2010.01","Crypturellus strigulosus",0
"10703","YAN","2010.01","Crypturellus strigulosus",0
"10704","YAS","2010.01","Crypturellus strigulosus",0
"10705","BBS","2011.01","Crypturellus strigulosus",0
"10706","BCI","2011.01","Crypturellus strigulosus",0
"10707","BIF","2011.01","Crypturellus strigulosus",0
"10708","CAX","2011.01","Crypturellus strigulosus",0
"10709","COU","2011.01","Crypturellus strigulosus",0
"10710","CSN","2011.01","Crypturellus strigulosus",0
"10711","KRP","2011.01","Crypturellus strigulosus",0
"10712","MAS","2011.01","Crypturellus strigulosus",0
"10713","NAK","2011.01","Crypturellus strigulosus",0
"10714","NNN","2011.01","Crypturellus strigulosus",0
"10715","PSH","2011.01","Crypturellus strigulosus",0
"10716","RNF","2011.01","Crypturellus strigulosus",0
"10717","UDZ","2011.01","Crypturellus strigulosus",0
"10718","VB-","2011.01","Crypturellus strigulosus",0
"10719","YAN","2011.01","Crypturellus strigulosus",0
"10720","YAS","2011.01","Crypturellus strigulosus",0
"10721","BBS","2012.01","Crypturellus strigulosus",0
"10722","BCI","2012.01","Crypturellus strigulosus",0
"10723","BIF","2012.01","Crypturellus strigulosus",0
"10724","CAX","2012.01","Crypturellus strigulosus",9
"10725","COU","2012.01","Crypturellus strigulosus",0
"10726","CSN","2012.01","Crypturellus strigulosus",0
"10727","KRP","2012.01","Crypturellus strigulosus",0
"10728","MAS","2012.01","Crypturellus strigulosus",0
"10729","NAK","2012.01","Crypturellus strigulosus",0
"10730","NNN","2012.01","Crypturellus strigulosus",0
"10731","PSH","2012.01","Crypturellus strigulosus",0
"10732","RNF","2012.01","Crypturellus strigulosus",0
"10733","UDZ","2012.01","Crypturellus strigulosus",0
"10734","VB-","2012.01","Crypturellus strigulosus",0
"10735","YAN","2012.01","Crypturellus strigulosus",0
"10736","YAS","2012.01","Crypturellus strigulosus",0
"10737","BBS","2013.01","Crypturellus strigulosus",0
"10738","BCI","2013.01","Crypturellus strigulosus",0
